"pair.no" "ind1.id" "ind2.id" "group" "trioml" "wang" "lynchli" "lynchrd" "ritland" "quellergt" "dyadml"
"271" 271 "920" "922" "9292" 0 -0.0337 -0.0361 -0.0202 -0.0277 -0.0092 0
"272" 272 "920" "925" "9292" 0 -0.0494 -0.0484 -0.0172 -0.0234 -0.0174 0
"273" 273 "920" "923" "9292" 0 -0.0333 -0.0324 -0.0287 -0.0243 8e-04 0
"274" 274 "920" "925" "9292" 0 -0.0494 -0.0484 -0.0172 -0.0234 -0.0174 0
"275" 275 "920" "987" "9298" 0 -0.1378 -0.1562 -0.022 -0.0446 -0.0801 0
"276" 276 "920" "988" "9298" 0 -0.1462 -0.1594 -0.0275 -0.0462 -0.0841 0
"277" 277 "920" "982" "9298" 0 -0.1085 -0.1158 -0.0161 -0.0215 -0.0516 0
"278" 278 "920" "983" "9298" 0 -0.1131 -0.1153 -0.0189 -0.0295 -0.0452 0
"279" 279 "920" "468" "9246" 0 -0.1423 -0.145 -0.0443 -0.0526 -0.0783 0
"280" 280 "920" "471" "9247" 0 -0.1595 -0.1657 -0.0459 -0.0684 -0.0926 0
"281" 281 "920" "468" "9246" 0 -0.1423 -0.145 -0.0443 -0.0526 -0.0783 0
"282" 282 "920" "984" "9298" 0 -0.0946 -0.1041 -0.0094 -0.0205 -0.039 0
"283" 283 "920" "473" "9247" 0 -0.0642 -0.0616 -0.0155 -0.0257 -0.027 0
"284" 284 "920" "1089" "9210" 0 -0.0782 -0.0792 -0.007 -0.0125 -0.0273 0
"285" 285 "920" "466" "9246" 0 -0.0801 -0.0754 -0.0284 -0.0255 -0.0329 0
"286" 286 "920" "1088" "9210" 0 -0.0989 -0.0946 -0.0574 -0.0599 -0.0649 0
"287" 287 "920" "1085" "9210" 0 -0.0798 -0.0855 -0.0286 -0.0459 -0.0548 0
"288" 288 "920" "1088" "9210" 0 -0.0989 -0.0946 -0.0574 -0.0599 -0.0649 0
"289" 289 "920" "465" "9246" 0 -0.0742 -0.0707 -0.0135 -0.0202 -0.0199 0
"290" 290 "920" "1085" "9210" 0 -0.0798 -0.0855 -0.0286 -0.0459 -0.0548 0
"291" 291 "920" "477" "9247" 0 -0.0809 -0.0792 -0.0497 -0.0769 -0.0889 0
"292" 292 "920" "1093" "9210" 0 -0.1209 -0.1094 -0.1202 -0.0949 -0.1186 0
"293" 293 "920" "457" "9245" 0 -0.0813 -0.0818 -0.0468 -0.0677 -0.0822 0
"294" 294 "920" "1093" "9210" 0 -0.1209 -0.1094 -0.1202 -0.0949 -0.1186 0
"295" 295 "920" "1084" "9210" 0 -0.0862 -0.0829 -0.0859 -0.0745 -0.0886 0
"296" 296 "920" "1093" "9210" 0 -0.1209 -0.1094 -0.1202 -0.0949 -0.1186 0
"297" 297 "920" "477" "9247" 0 -0.0809 -0.0792 -0.0497 -0.0769 -0.0889 0
"298" 298 "920" "1084" "9210" 0 -0.0862 -0.0829 -0.0859 -0.0745 -0.0886 0
"299" 299 "920" "457" "9245" 0 -0.0813 -0.0818 -0.0468 -0.0677 -0.0822 0
"300" 300 "920" "477" "9247" 0 -0.0809 -0.0792 -0.0497 -0.0769 -0.0889 0
"301" 301 "920" "457" "9245" 0 -0.0813 -0.0818 -0.0468 -0.0677 -0.0822 0
"302" 302 "920" "1084" "9210" 0 -0.0862 -0.0829 -0.0859 -0.0745 -0.0886 0
"303" 303 "920" "451" "9245" 0 -0.0885 -0.1004 -0.0268 -0.0462 -0.0523 0
"304" 304 "920" "464" "9246" 0 -0.0961 -0.1089 -0.0298 -0.053 -0.0662 0
"305" 305 "920" "472" "9247" 0 -0.0871 -0.0893 -0.0138 -0.0234 -0.0375 0
"306" 306 "920" "1091" "9210" 0 -0.0436 -0.0526 4e-04 -0.0053 -0.0026 0
"307" 307 "920" "448" "9244" 0 -0.0756 -0.0792 -0.022 -0.0291 -0.0337 0
"308" 308 "920" "461" "9246" 0 -0.1177 -0.1254 -0.0374 -0.0493 -0.0725 0
"309" 309 "921" "922" "9292" 0 -0.0432 -0.0462 -0.0306 -0.0451 -0.0338 0
"310" 310 "921" "923" "9292" 0 -0.0117 -0.0128 -0.0083 -0.006 0.0085 0
"311" 311 "921" "922" "9292" 0 -0.0432 -0.0462 -0.0306 -0.0451 -0.0338 0
"312" 312 "921" "925" "9292" 0 -0.0382 -0.0425 -0.0184 -0.0303 -0.0207 0
"313" 313 "921" "923" "9292" 0 -0.0117 -0.0128 -0.0083 -0.006 0.0085 0
"314" 314 "921" "925" "9292" 0 -0.0382 -0.0425 -0.0184 -0.0303 -0.0207 0
"315" 315 "921" "987" "9298" 0 -0.1166 -0.1291 -0.0215 -0.0378 -0.0577 0
"316" 316 "921" "988" "9298" 0 -0.1057 -0.1163 -0.0176 -0.023 -0.0481 0
"317" 317 "921" "982" "9298" 0 -0.0792 -0.0887 -0.0118 -0.0127 -0.0302 0
"318" 318 "921" "983" "9298" 0 -0.0876 -0.0967 -0.0203 -0.032 -0.0428 0
"319" 319 "921" "468" "9246" 0 -0.0888 -0.0999 -0.0214 -0.0323 -0.0483 0
"320" 320 "921" "471" "9247" 0 -0.1075 -0.1222 -0.0291 -0.0489 -0.0642 0
"321" 321 "921" "468" "9246" 0 -0.0888 -0.0999 -0.0214 -0.0323 -0.0483 0
"322" 322 "921" "984" "9298" 0 -0.0816 -0.0919 -0.0144 -0.0274 -0.0434 0
"323" 323 "921" "473" "9247" 0 -0.0614 -0.0574 -0.0155 -0.0228 -0.0272 0
"324" 324 "921" "1089" "9210" 0 -0.069 -0.0707 -0.0128 -0.0253 -0.0307 0
"325" 325 "921" "466" "9246" 0 -0.0679 -0.0643 -0.0343 -0.0268 -0.0349 0
"326" 326 "921" "1088" "9210" 0 -0.0799 -0.077 -0.0562 -0.0537 -0.0539 0
"327" 327 "921" "1085" "9210" 0 -0.0597 -0.0542 -0.0274 -0.037 -0.0289 0
"328" 328 "921" "1088" "9210" 0 -0.0799 -0.077 -0.0562 -0.0537 -0.0539 0
"329" 329 "921" "465" "9246" 0 -0.0525 -0.0494 -0.0043 0.0042 -0.0067 0
"330" 330 "921" "1085" "9210" 0 -0.0597 -0.0542 -0.0274 -0.037 -0.0289 0
"331" 331 "921" "477" "9247" 0 -0.0824 -0.0739 -0.0529 -0.0712 -0.0915 0
"332" 332 "921" "1093" "9210" 0 -0.084 -0.0781 -0.1016 -0.0792 -0.1014 0
"333" 333 "921" "457" "9245" 0 -0.0925 -0.093 -0.058 -0.0803 -0.1096 0
"334" 334 "921" "1093" "9210" 0 -0.084 -0.0781 -0.1016 -0.0792 -0.1014 0
"335" 335 "921" "1084" "9210" 0 -0.0723 -0.0712 -0.0909 -0.0752 -0.0953 0
"336" 336 "921" "1093" "9210" 0 -0.084 -0.0781 -0.1016 -0.0792 -0.1014 0
"337" 337 "921" "477" "9247" 0 -0.0824 -0.0739 -0.0529 -0.0712 -0.0915 0
"338" 338 "921" "1084" "9210" 0 -0.0723 -0.0712 -0.0909 -0.0752 -0.0953 0
"339" 339 "921" "457" "9245" 0 -0.0925 -0.093 -0.058 -0.0803 -0.1096 0
"340" 340 "921" "477" "9247" 0 -0.0824 -0.0739 -0.0529 -0.0712 -0.0915 0
"341" 341 "921" "457" "9245" 0 -0.0925 -0.093 -0.058 -0.0803 -0.1096 0
"342" 342 "921" "1084" "9210" 0 -0.0723 -0.0712 -0.0909 -0.0752 -0.0953 0
"343" 343 "921" "451" "9245" 0 -0.0615 -0.0685 -0.0179 -0.0299 -0.0281 0
"344" 344 "921" "464" "9246" 0 -0.083 -0.0914 -0.0223 -0.0341 -0.0563 0
"345" 345 "921" "472" "9247" 0 -0.0935 -0.1031 -0.0179 -0.0264 -0.0622 0
"346" 346 "921" "1091" "9210" 0 -0.0664 -0.0792 -0.0208 -0.0368 -0.0418 0
"347" 347 "921" "448" "9244" 0 -0.0816 -0.0802 -0.0244 -0.0205 -0.039 0
"348" 348 "921" "461" "9246" 0 -0.0936 -0.1025 -0.0306 -0.0375 -0.0652 0
"349" 349 "922" "923" "9292" 0 0.4336 0.4344 0.2378 0.2553 0.399 0
"350" 350 "922" "922" "9292" 0 1 1 1 1.4285 1 0
"351" 351 "922" "925" "9292" 0 0.422 0.4232 0.6683 0.8527 0.3961 0
"352" 352 "922" "923" "9292" 0 0.4336 0.4344 0.2378 0.2553 0.399 0
"353" 353 "922" "925" "9292" 0 0.422 0.4232 0.6683 0.8527 0.3961 0
"354" 354 "922" "987" "9298" 0 -0.0878 -0.0978 0.3976 0.5234 -0.0711 0
"355" 355 "922" "988" "9298" 0 -0.1095 -0.1185 -0.0414 -0.072 -0.0828 0
"356" 356 "922" "982" "9298" 0 -0.1061 -0.1094 0.4032 0.5074 -0.0865 0
"357" 357 "922" "983" "9298" 0 -0.0729 -0.0749 0.4214 0.5239 -0.049 0
"358" 358 "922" "468" "9246" 0 -0.0957 -0.1041 -0.054 -0.0767 -0.0901 0
"359" 359 "922" "471" "9247" 0 -0.1406 -0.1519 -0.0477 -0.0754 -0.1163 0
"360" 360 "922" "468" "9246" 0 -0.0957 -0.1041 -0.054 -0.0767 -0.0901 0
"361" 361 "922" "984" "9298" 0 -0.0783 -0.0781 -0.032 -0.0533 -0.0545 0
"362" 362 "922" "473" "9247" 0 -0.0795 -0.0808 -0.0329 -0.061 -0.0825 0
"363" 363 "922" "1089" "9210" 0 -0.0867 -0.0898 -0.0312 -0.0596 -0.0818 0
"364" 364 "922" "466" "9246" 0 -0.0342 -0.0197 -0.0361 -0.0439 -0.0284 0
"365" 365 "922" "1088" "9210" 0 -0.0477 -0.0356 -0.0541 -0.0568 -0.0568 0
"366" 366 "922" "1085" "9210" 0 -0.0769 -0.0776 -0.0437 -0.0761 -0.0944 0
"367" 367 "922" "1088" "9210" 0 -0.0477 -0.0356 -0.0541 -0.0568 -0.0568 0
"368" 368 "922" "465" "9246" 0 -0.0623 -0.0611 -0.0283 -0.0572 -0.0614 0
"369" 369 "922" "1085" "9210" 0 -0.0769 -0.0776 -0.0437 -0.0761 -0.0944 0
"370" 370 "922" "477" "9247" 0 -0.0225 -0.0069 0.5108 0.5141 -0.0555 0
"371" 371 "922" "1093" "9210" 0 -0.0719 -0.0569 -0.1083 -0.0937 -0.1181 0
"372" 372 "922" "457" "9245" 0 -0.0637 -0.0574 -0.0544 -0.0936 -0.1104 0
"373" 373 "922" "1093" "9210" 0 -0.0719 -0.0569 -0.1083 -0.0937 -0.1181 0
"374" 374 "922" "1084" "9210" 0 -0.0637 -0.0563 -0.1015 -0.0969 -0.1146 0
"375" 375 "922" "1093" "9210" 0 -0.0719 -0.0569 -0.1083 -0.0937 -0.1181 0
"376" 376 "922" "477" "9247" 0 -0.0225 -0.0069 0.5108 0.5141 -0.0555 0
"377" 377 "922" "1084" "9210" 0 -0.0637 -0.0563 -0.1015 -0.0969 -0.1146 0
"378" 378 "922" "457" "9245" 0 -0.0637 -0.0574 -0.0544 -0.0936 -0.1104 0
"379" 379 "922" "477" "9247" 0 -0.0225 -0.0069 0.5108 0.5141 -0.0555 0
"380" 380 "922" "457" "9245" 0 -0.0637 -0.0574 -0.0544 -0.0936 -0.1104 0
"381" 381 "922" "1084" "9210" 0 -0.0637 -0.0563 -0.1015 -0.0969 -0.1146 0
"382" 382 "922" "451" "9245" 0 -0.0769 -0.0839 0.4446 0.508 -0.087 0
"383" 383 "922" "464" "9246" 0 -0.0658 -0.0664 0.4384 0.5295 -0.0543 0
"384" 384 "922" "472" "9247" 0 -0.0695 -0.0754 0.4295 0.5189 -0.0736 0
"385" 385 "922" "1091" "9210" 0 -0.0654 -0.0739 0.4397 0.5311 -0.0723 0
"386" 386 "922" "448" "9244" 0 -0.0777 -0.0792 -0.0456 -0.0749 -0.0723 0
"387" 387 "922" "461" "9246" 0 -0.0838 -0.0792 -0.0389 -0.0482 -0.0694 0
"388" 388 "923" "922" "9292" 0 0.4336 0.4344 0.2378 0.2553 0.399 0
"389" 389 "923" "925" "9292" 0 0.4105 0.4142 0.234 0.2549 0.3906 0
"390" 390 "923" "923" "9292" 0 1 1 1 0.7889 1 0
"391" 391 "923" "925" "9292" 0 0.4105 0.4142 0.234 0.2549 0.3906 0
"392" 392 "923" "987" "9298" 0 -0.0772 -0.0893 -0.0405 -0.051 -0.0513 0
"393" 393 "923" "988" "9298" 0 -0.1231 -0.128 -0.0729 -0.078 -0.0858 0
"394" 394 "923" "982" "9298" 0 -0.1128 -0.1142 -0.0527 -0.0623 -0.076 0
"395" 395 "923" "983" "9298" 0 -0.0714 -0.077 -0.0352 -0.0446 -0.0415 0
"396" 396 "923" "468" "9246" 0 -0.0905 -0.0887 -0.0693 -0.067 -0.0669 0
"397" 397 "923" "471" "9247" 0 -0.1241 -0.1339 -0.0633 -0.0712 -0.094 0
"398" 398 "923" "468" "9246" 0 -0.0905 -0.0887 -0.0693 -0.067 -0.0669 0
"399" 399 "923" "984" "9298" 0 -0.073 -0.0675 -0.0423 -0.0424 -0.0476 0
"400" 400 "923" "473" "9247" 0 -0.0755 -0.0792 -0.0543 -0.0644 -0.0815 0
"401" 401 "923" "1089" "9210" 0 -0.0904 -0.0924 -0.0483 -0.0563 -0.0801 0
"402" 402 "923" "466" "9246" 0 -0.0667 -0.0579 -0.0701 -0.0593 -0.0572 0
"403" 403 "923" "1088" "9210" 0 -0.0821 -0.0765 -0.0964 -0.0768 -0.0864 0
"404" 404 "923" "1085" "9210" 0 -0.0566 -0.0489 -0.0437 -0.0438 -0.0467 0
"405" 405 "923" "1088" "9210" 0 -0.0821 -0.0765 -0.0964 -0.0768 -0.0864 0
"406" 406 "923" "465" "9246" 0 -0.0849 -0.0712 -0.0426 -0.0446 -0.0625 0
"407" 407 "923" "1085" "9210" 0 -0.0566 -0.0489 -0.0437 -0.0438 -0.0467 0
"408" 408 "923" "477" "9247" 0 -0.0588 -0.0452 -0.0772 -0.0809 -0.0953 0
"409" 409 "923" "1093" "9210" 0 -0.08 -0.0659 -0.1435 -0.0975 -0.1208 0
"410" 410 "923" "457" "9245" 0 -0.0801 -0.076 -0.0892 -0.0961 -0.1236 0
"411" 411 "923" "1093" "9210" 0 -0.08 -0.0659 -0.1435 -0.0975 -0.1208 0
"412" 412 "923" "1084" "9210" 0 -0.0737 -0.0643 -0.1192 -0.087 -0.1087 0
"413" 413 "923" "1093" "9210" 0 -0.08 -0.0659 -0.1435 -0.0975 -0.1208 0
"414" 414 "923" "477" "9247" 0 -0.0588 -0.0452 -0.0772 -0.0809 -0.0953 0
"415" 415 "923" "1084" "9210" 0 -0.0737 -0.0643 -0.1192 -0.087 -0.1087 0
"416" 416 "923" "457" "9245" 0 -0.0801 -0.076 -0.0892 -0.0961 -0.1236 0
"417" 417 "923" "477" "9247" 0 -0.0588 -0.0452 -0.0772 -0.0809 -0.0953 0
"418" 418 "923" "457" "9245" 0 -0.0801 -0.076 -0.0892 -0.0961 -0.1236 0
"419" 419 "923" "1084" "9210" 0 -0.0737 -0.0643 -0.1192 -0.087 -0.1087 0
"420" 420 "923" "451" "9245" 0 -0.0934 -0.0914 -0.0643 -0.0742 -0.0868 0
"421" 421 "923" "464" "9246" 0 -0.0842 -0.077 -0.0514 -0.0531 -0.0677 0
"422" 422 "923" "472" "9247" 0 -0.0926 -0.0946 -0.0609 -0.0684 -0.0793 0
"423" 423 "923" "1091" "9210" 0 -0.0692 -0.0643 -0.0504 -0.0537 -0.0584 0
"424" 424 "923" "448" "9244" 0 -0.0918 -0.0898 -0.0563 -0.0611 -0.079 0
"425" 425 "923" "461" "9246" 0 -0.0836 -0.0808 -0.0531 -0.0513 -0.0711 0
"426" 426 "922" "925" "9292" 0 0.422 0.4232 0.6683 0.8527 0.3961 0
"427" 427 "922" "923" "9292" 0 0.4336 0.4344 0.2378 0.2553 0.399 0
"428" 428 "922" "925" "9292" 0 0.422 0.4232 0.6683 0.8527 0.3961 0
"429" 429 "922" "987" "9298" 0 -0.0878 -0.0978 0.3976 0.5234 -0.0711 0
"430" 430 "922" "988" "9298" 0 -0.1095 -0.1185 -0.0414 -0.072 -0.0828 0
"431" 431 "922" "982" "9298" 0 -0.1061 -0.1094 0.4032 0.5074 -0.0865 0
"432" 432 "922" "983" "9298" 0 -0.0729 -0.0749 0.4214 0.5239 -0.049 0
"433" 433 "922" "468" "9246" 0 -0.0957 -0.1041 -0.054 -0.0767 -0.0901 0
"434" 434 "922" "471" "9247" 0 -0.1406 -0.1519 -0.0477 -0.0754 -0.1163 0
"435" 435 "922" "468" "9246" 0 -0.0957 -0.1041 -0.054 -0.0767 -0.0901 0
"436" 436 "922" "984" "9298" 0 -0.0783 -0.0781 -0.032 -0.0533 -0.0545 0
"437" 437 "922" "473" "9247" 0 -0.0795 -0.0808 -0.0329 -0.061 -0.0825 0
"438" 438 "922" "1089" "9210" 0 -0.0867 -0.0898 -0.0312 -0.0596 -0.0818 0
"439" 439 "922" "466" "9246" 0 -0.0342 -0.0197 -0.0361 -0.0439 -0.0284 0
"440" 440 "922" "1088" "9210" 0 -0.0477 -0.0356 -0.0541 -0.0568 -0.0568 0
"441" 441 "922" "1085" "9210" 0 -0.0769 -0.0776 -0.0437 -0.0761 -0.0944 0
"442" 442 "922" "1088" "9210" 0 -0.0477 -0.0356 -0.0541 -0.0568 -0.0568 0
"443" 443 "922" "465" "9246" 0 -0.0623 -0.0611 -0.0283 -0.0572 -0.0614 0
"444" 444 "922" "1085" "9210" 0 -0.0769 -0.0776 -0.0437 -0.0761 -0.0944 0
"445" 445 "922" "477" "9247" 0 -0.0225 -0.0069 0.5108 0.5141 -0.0555 0
"446" 446 "922" "1093" "9210" 0 -0.0719 -0.0569 -0.1083 -0.0937 -0.1181 0
"447" 447 "922" "457" "9245" 0 -0.0637 -0.0574 -0.0544 -0.0936 -0.1104 0
"448" 448 "922" "1093" "9210" 0 -0.0719 -0.0569 -0.1083 -0.0937 -0.1181 0
"449" 449 "922" "1084" "9210" 0 -0.0637 -0.0563 -0.1015 -0.0969 -0.1146 0
"450" 450 "922" "1093" "9210" 0 -0.0719 -0.0569 -0.1083 -0.0937 -0.1181 0
"451" 451 "922" "477" "9247" 0 -0.0225 -0.0069 0.5108 0.5141 -0.0555 0
"452" 452 "922" "1084" "9210" 0 -0.0637 -0.0563 -0.1015 -0.0969 -0.1146 0
"453" 453 "922" "457" "9245" 0 -0.0637 -0.0574 -0.0544 -0.0936 -0.1104 0
"454" 454 "922" "477" "9247" 0 -0.0225 -0.0069 0.5108 0.5141 -0.0555 0
"455" 455 "922" "457" "9245" 0 -0.0637 -0.0574 -0.0544 -0.0936 -0.1104 0
"456" 456 "922" "1084" "9210" 0 -0.0637 -0.0563 -0.1015 -0.0969 -0.1146 0
"457" 457 "922" "451" "9245" 0 -0.0769 -0.0839 0.4446 0.508 -0.087 0
"458" 458 "922" "464" "9246" 0 -0.0658 -0.0664 0.4384 0.5295 -0.0543 0
"459" 459 "922" "472" "9247" 0 -0.0695 -0.0754 0.4295 0.5189 -0.0736 0
"460" 460 "922" "1091" "9210" 0 -0.0654 -0.0739 0.4397 0.5311 -0.0723 0
"461" 461 "922" "448" "9244" 0 -0.0777 -0.0792 -0.0456 -0.0749 -0.0723 0
"462" 462 "922" "461" "9246" 0 -0.0838 -0.0792 -0.0389 -0.0482 -0.0694 0
"463" 463 "925" "923" "9292" 0 0.4105 0.4142 0.234 0.2549 0.3906 0
"464" 464 "925" "925" "9292" 0 1 1 1 1.4322 1 0
"465" 465 "925" "987" "9298" 0 -0.0724 -0.0786 0.4004 0.5396 -0.0376 0
"466" 466 "925" "988" "9298" 0 -0.0932 -0.0967 -0.0291 -0.05 -0.0498 0
"467" 467 "925" "982" "9298" 0 -0.124 -0.1216 0.3972 0.504 -0.0897 0
"468" 468 "925" "983" "9298" 0 -0.0767 -0.0776 0.4205 0.5326 -0.0389 0
"469" 469 "925" "468" "9246" 0 -0.106 -0.1041 -0.0524 -0.0724 -0.0704 0
"470" 470 "925" "471" "9247" 0 -0.1463 -0.1525 -0.0527 -0.0895 -0.1056 0
"471" 471 "925" "468" "9246" 0 -0.106 -0.1041 -0.0524 -0.0724 -0.0704 0
"472" 472 "925" "984" "9298" 0 -0.0761 -0.0781 -0.0238 -0.0423 -0.045 0
"473" 473 "925" "473" "9247" 0 -0.0782 -0.0813 -0.0326 -0.0635 -0.0834 0
"474" 474 "925" "1089" "9210" 0 -0.0809 -0.076 -0.028 -0.0532 -0.0642 0
"475" 475 "925" "466" "9246" 0 -0.0583 -0.0489 -0.0424 -0.0496 -0.0487 0
"476" 476 "925" "1088" "9210" 0 -0.0735 -0.0664 -0.0596 -0.0634 -0.075 0
"477" 477 "925" "1085" "9210" 0 -0.1285 -0.127 -0.0503 -0.0926 -0.1209 0
"478" 478 "925" "1088" "9210" 0 -0.0735 -0.0664 -0.0596 -0.0634 -0.075 0
"479" 479 "925" "465" "9246" 0 -0.0985 -0.0871 -0.037 -0.0701 -0.0765 0
"480" 480 "925" "1085" "9210" 0 -0.1285 -0.127 -0.0503 -0.0926 -0.1209 0
"481" 481 "925" "477" "9247" 0 -0.0486 -0.0292 0.5004 0.5069 -0.0767 0
"482" 482 "925" "1093" "9210" 0 -0.0865 -0.0717 -0.1145 -0.1006 -0.1232 0
"483" 483 "925" "457" "9245" 0 -0.0864 -0.0781 -0.0564 -0.0916 -0.1226 0
"484" 484 "925" "1093" "9210" 0 -0.0865 -0.0717 -0.1145 -0.1006 -0.1232 0
"485" 485 "925" "1084" "9210" 0 -0.0687 -0.0595 -0.0924 -0.0867 -0.1113 0
"486" 486 "925" "1093" "9210" 0 -0.0865 -0.0717 -0.1145 -0.1006 -0.1232 0
"487" 487 "925" "477" "9247" 0 -0.0486 -0.0292 0.5004 0.5069 -0.0767 0
"488" 488 "925" "1084" "9210" 0 -0.0687 -0.0595 -0.0924 -0.0867 -0.1113 0
"489" 489 "925" "457" "9245" 0 -0.0864 -0.0781 -0.0564 -0.0916 -0.1226 0
"490" 490 "925" "477" "9247" 0 -0.0486 -0.0292 0.5004 0.5069 -0.0767 0
"491" 491 "925" "457" "9245" 0 -0.0864 -0.0781 -0.0564 -0.0916 -0.1226 0
"492" 492 "925" "1084" "9210" 0 -0.0687 -0.0595 -0.0924 -0.0867 -0.1113 0
"493" 493 "925" "451" "9245" 0 -0.0958 -0.0946 0.4382 0.5091 -0.0878 0
"494" 494 "925" "464" "9246" 0 -0.0938 -0.094 0.4316 0.5264 -0.0769 0
"495" 495 "925" "472" "9247" 0 -0.1137 -0.1116 0.4135 0.502 -0.0948 0
"496" 496 "925" "1091" "9210" 0 -0.0767 -0.0749 0.4334 0.5316 -0.0654 0
"497" 497 "925" "448" "9244" 0 -0.0973 -0.0919 -0.0444 -0.0686 -0.0858 0
"498" 498 "925" "461" "9246" 0 -0.0884 -0.0845 -0.0348 -0.0473 -0.0666 0
"499" 499 "923" "925" "9292" 0 0.4105 0.4142 0.234 0.2549 0.3906 0
"500" 500 "923" "987" "9298" 0 -0.0772 -0.0893 -0.0405 -0.051 -0.0513 0
"501" 501 "923" "988" "9298" 0 -0.1231 -0.128 -0.0729 -0.078 -0.0858 0
"502" 502 "923" "982" "9298" 0 -0.1128 -0.1142 -0.0527 -0.0623 -0.076 0
"503" 503 "923" "983" "9298" 0 -0.0714 -0.077 -0.0352 -0.0446 -0.0415 0
"504" 504 "923" "468" "9246" 0 -0.0905 -0.0887 -0.0693 -0.067 -0.0669 0
"505" 505 "923" "471" "9247" 0 -0.1241 -0.1339 -0.0633 -0.0712 -0.094 0
"506" 506 "923" "468" "9246" 0 -0.0905 -0.0887 -0.0693 -0.067 -0.0669 0
"507" 507 "923" "984" "9298" 0 -0.073 -0.0675 -0.0423 -0.0424 -0.0476 0
"508" 508 "923" "473" "9247" 0 -0.0755 -0.0792 -0.0543 -0.0644 -0.0815 0
"509" 509 "923" "1089" "9210" 0 -0.0904 -0.0924 -0.0483 -0.0563 -0.0801 0
"510" 510 "923" "466" "9246" 0 -0.0667 -0.0579 -0.0701 -0.0593 -0.0572 0
"511" 511 "923" "1088" "9210" 0 -0.0821 -0.0765 -0.0964 -0.0768 -0.0864 0
"512" 512 "923" "1085" "9210" 0 -0.0566 -0.0489 -0.0437 -0.0438 -0.0467 0
"513" 513 "923" "1088" "9210" 0 -0.0821 -0.0765 -0.0964 -0.0768 -0.0864 0
"514" 514 "923" "465" "9246" 0 -0.0849 -0.0712 -0.0426 -0.0446 -0.0625 0
"515" 515 "923" "1085" "9210" 0 -0.0566 -0.0489 -0.0437 -0.0438 -0.0467 0
"516" 516 "923" "477" "9247" 0 -0.0588 -0.0452 -0.0772 -0.0809 -0.0953 0
"517" 517 "923" "1093" "9210" 0 -0.08 -0.0659 -0.1435 -0.0975 -0.1208 0
"518" 518 "923" "457" "9245" 0 -0.0801 -0.076 -0.0892 -0.0961 -0.1236 0
"519" 519 "923" "1093" "9210" 0 -0.08 -0.0659 -0.1435 -0.0975 -0.1208 0
"520" 520 "923" "1084" "9210" 0 -0.0737 -0.0643 -0.1192 -0.087 -0.1087 0
"521" 521 "923" "1093" "9210" 0 -0.08 -0.0659 -0.1435 -0.0975 -0.1208 0
"522" 522 "923" "477" "9247" 0 -0.0588 -0.0452 -0.0772 -0.0809 -0.0953 0
"523" 523 "923" "1084" "9210" 0 -0.0737 -0.0643 -0.1192 -0.087 -0.1087 0
"524" 524 "923" "457" "9245" 0 -0.0801 -0.076 -0.0892 -0.0961 -0.1236 0
"525" 525 "923" "477" "9247" 0 -0.0588 -0.0452 -0.0772 -0.0809 -0.0953 0
"526" 526 "923" "457" "9245" 0 -0.0801 -0.076 -0.0892 -0.0961 -0.1236 0
"527" 527 "923" "1084" "9210" 0 -0.0737 -0.0643 -0.1192 -0.087 -0.1087 0
"528" 528 "923" "451" "9245" 0 -0.0934 -0.0914 -0.0643 -0.0742 -0.0868 0
"529" 529 "923" "464" "9246" 0 -0.0842 -0.077 -0.0514 -0.0531 -0.0677 0
"530" 530 "923" "472" "9247" 0 -0.0926 -0.0946 -0.0609 -0.0684 -0.0793 0
"531" 531 "923" "1091" "9210" 0 -0.0692 -0.0643 -0.0504 -0.0537 -0.0584 0
"532" 532 "923" "448" "9244" 0 -0.0918 -0.0898 -0.0563 -0.0611 -0.079 0
"533" 533 "923" "461" "9246" 0 -0.0836 -0.0808 -0.0531 -0.0513 -0.0711 0
"534" 534 "925" "987" "9298" 0 -0.0724 -0.0786 0.4004 0.5396 -0.0376 0
"535" 535 "925" "988" "9298" 0 -0.0932 -0.0967 -0.0291 -0.05 -0.0498 0
"536" 536 "925" "982" "9298" 0 -0.124 -0.1216 0.3972 0.504 -0.0897 0
"537" 537 "925" "983" "9298" 0 -0.0767 -0.0776 0.4205 0.5326 -0.0389 0
"538" 538 "925" "468" "9246" 0 -0.106 -0.1041 -0.0524 -0.0724 -0.0704 0
"539" 539 "925" "471" "9247" 0 -0.1463 -0.1525 -0.0527 -0.0895 -0.1056 0
"540" 540 "925" "468" "9246" 0 -0.106 -0.1041 -0.0524 -0.0724 -0.0704 0
"541" 541 "925" "984" "9298" 0 -0.0761 -0.0781 -0.0238 -0.0423 -0.045 0
"542" 542 "925" "473" "9247" 0 -0.0782 -0.0813 -0.0326 -0.0635 -0.0834 0
"543" 543 "925" "1089" "9210" 0 -0.0809 -0.076 -0.028 -0.0532 -0.0642 0
"544" 544 "925" "466" "9246" 0 -0.0583 -0.0489 -0.0424 -0.0496 -0.0487 0
"545" 545 "925" "1088" "9210" 0 -0.0735 -0.0664 -0.0596 -0.0634 -0.075 0
"546" 546 "925" "1085" "9210" 0 -0.1285 -0.127 -0.0503 -0.0926 -0.1209 0
"547" 547 "925" "1088" "9210" 0 -0.0735 -0.0664 -0.0596 -0.0634 -0.075 0
