"pair.no" "ind1.id" "ind2.id" "group" "trioml" "wang" "lynchli" "lynchrd" "ritland" "quellergt" "dyadml"
"548" 548 "925" "465" "9246" 0 -0.0985 -0.0871 -0.037 -0.0701 -0.0765 0
"549" 549 "925" "1085" "9210" 0 -0.1285 -0.127 -0.0503 -0.0926 -0.1209 0
"550" 550 "925" "477" "9247" 0 -0.0486 -0.0292 0.5004 0.5069 -0.0767 0
"551" 551 "925" "1093" "9210" 0 -0.0865 -0.0717 -0.1145 -0.1006 -0.1232 0
"552" 552 "925" "457" "9245" 0 -0.0864 -0.0781 -0.0564 -0.0916 -0.1226 0
"553" 553 "925" "1093" "9210" 0 -0.0865 -0.0717 -0.1145 -0.1006 -0.1232 0
"554" 554 "925" "1084" "9210" 0 -0.0687 -0.0595 -0.0924 -0.0867 -0.1113 0
"555" 555 "925" "1093" "9210" 0 -0.0865 -0.0717 -0.1145 -0.1006 -0.1232 0
"556" 556 "925" "477" "9247" 0 -0.0486 -0.0292 0.5004 0.5069 -0.0767 0
"557" 557 "925" "1084" "9210" 0 -0.0687 -0.0595 -0.0924 -0.0867 -0.1113 0
"558" 558 "925" "457" "9245" 0 -0.0864 -0.0781 -0.0564 -0.0916 -0.1226 0
"559" 559 "925" "477" "9247" 0 -0.0486 -0.0292 0.5004 0.5069 -0.0767 0
"560" 560 "925" "457" "9245" 0 -0.0864 -0.0781 -0.0564 -0.0916 -0.1226 0
"561" 561 "925" "1084" "9210" 0 -0.0687 -0.0595 -0.0924 -0.0867 -0.1113 0
"562" 562 "925" "451" "9245" 0 -0.0958 -0.0946 0.4382 0.5091 -0.0878 0
"563" 563 "925" "464" "9246" 0 -0.0938 -0.094 0.4316 0.5264 -0.0769 0
"564" 564 "925" "472" "9247" 0 -0.1137 -0.1116 0.4135 0.502 -0.0948 0
"565" 565 "925" "1091" "9210" 0 -0.0767 -0.0749 0.4334 0.5316 -0.0654 0
"566" 566 "925" "448" "9244" 0 -0.0973 -0.0919 -0.0444 -0.0686 -0.0858 0
"567" 567 "925" "461" "9246" 0 -0.0884 -0.0845 -0.0348 -0.0473 -0.0666 0
"568" 568 "987" "988" "9898" 0 0.442 0.4333 0.3289 0.6829 0.4677 0
"569" 569 "987" "982" "9898" 0 -0.1428 -0.1551 0.324 0.5363 -0.0674 0
"570" 570 "987" "983" "9898" 0 -0.0792 -0.1041 0.3542 0.5794 -0.0224 0
"571" 571 "987" "468" "9846" 0 -0.1204 -0.1211 -0.0274 -0.0394 -0.0437 0
"572" 572 "987" "471" "9847" 0 -0.1335 -0.1376 -0.0203 -0.0317 -0.0565 0
"573" 573 "987" "468" "9846" 0 -0.1204 -0.1211 -0.0274 -0.0394 -0.0437 0
"574" 574 "987" "984" "9898" 0 -0.106 -0.1089 -0.0075 -0.0152 -0.0282 0
"575" 575 "987" "473" "9847" 0 -0.1073 -0.1174 -0.0139 -0.029 -0.0681 0
"576" 576 "987" "1089" "9810" 0 -0.1504 -0.1514 -0.0237 -0.0473 -0.0748 0
"577" 577 "987" "466" "9846" 0 -0.1171 -0.1222 -0.0416 -0.0597 -0.075 0
"578" 578 "987" "1088" "9810" 0 -0.1351 -0.1392 -0.0588 -0.0764 -0.0981 0
"579" 579 "987" "1085" "9810" 0 -0.1218 -0.128 -0.025 -0.0552 -0.0749 0
"580" 580 "987" "1088" "9810" 0 -0.1351 -0.1392 -0.0588 -0.0764 -0.0981 0
"581" 581 "987" "465" "9846" 0 -0.1313 -0.1402 -0.0283 -0.0685 -0.0789 0
"582" 582 "987" "1085" "9810" 0 -0.1218 -0.128 -0.025 -0.0552 -0.0749 0
"583" 583 "987" "477" "9847" 0 -0.0981 -0.102 0.4156 0.4993 -0.0955 0
"584" 584 "987" "1093" "9810" 0 -0.1367 -0.1392 -0.109 -0.1074 -0.1357 0
"585" 585 "987" "457" "9845" 0 -0.1306 -0.1323 -0.0422 -0.0813 -0.1223 0
"586" 586 "987" "1093" "9810" 0 -0.1367 -0.1392 -0.109 -0.1074 -0.1357 0
"587" 587 "987" "1084" "9810" 0 -0.1286 -0.1376 -0.087 -0.0882 -0.1212 0
"588" 588 "987" "1093" "9810" 0 -0.1367 -0.1392 -0.109 -0.1074 -0.1357 0
"589" 589 "987" "477" "9847" 0 -0.0981 -0.102 0.4156 0.4993 -0.0955 0
"590" 590 "987" "1084" "9810" 0 -0.1286 -0.1376 -0.087 -0.0882 -0.1212 0
"591" 591 "987" "457" "9845" 0 -0.1306 -0.1323 -0.0422 -0.0813 -0.1223 0
"592" 592 "987" "477" "9847" 0 -0.0981 -0.102 0.4156 0.4993 -0.0955 0
"593" 593 "987" "457" "9845" 0 -0.1306 -0.1323 -0.0422 -0.0813 -0.1223 0
"594" 594 "987" "1084" "9810" 0 -0.1286 -0.1376 -0.087 -0.0882 -0.1212 0
"595" 595 "987" "451" "9845" 0 -0.1114 -0.1286 0.361 0.5206 -0.0667 0
"596" 596 "987" "464" "9846" 0 -0.1184 -0.1333 0.3525 0.5384 -0.0654 0
"597" 597 "987" "472" "9847" 0 -0.1365 -0.145 0.3417 0.5317 -0.0734 0
"598" 598 "987" "1091" "9810" 0 -0.1165 -0.1248 0.3488 0.5344 -0.0605 0
"599" 599 "987" "448" "9844" 0 -0.0996 -0.1174 -0.0107 -0.018 -0.0509 0
"600" 600 "987" "461" "9846" 0 -0.1304 -0.145 -0.0167 -0.0294 -0.071 0
"601" 601 "988" "982" "9898" 0 -0.1425 -0.1525 -0.0233 -0.0403 -0.0609 0
"602" 602 "988" "983" "9898" 0 -0.0913 -0.1116 -5e-04 -0.004 -0.0311 0
"603" 603 "988" "468" "9846" 0 -0.1267 -0.1349 -0.0282 -0.036 -0.0553 0
"604" 604 "988" "471" "9847" 0 -0.1216 -0.1307 -0.0151 -0.0169 -0.0414 0
"605" 605 "988" "468" "9846" 0 -0.1267 -0.1349 -0.0282 -0.036 -0.0553 0
"606" 606 "988" "984" "9898" 0 -0.0969 -0.0988 0.0138 0.0367 -0.0188 0
"607" 607 "988" "473" "9847" 0 -0.117 -0.1163 -0.0174 -0.0307 -0.066 0
"608" 608 "988" "1089" "9810" 0 -0.0982 -0.0978 -0.0024 -7e-04 -0.0275 0
"609" 609 "988" "466" "9846" 0 -0.128 -0.1317 -0.0533 -0.0686 -0.0831 0
"610" 610 "988" "1088" "9810" 0 -0.1483 -0.1482 -0.0698 -0.0747 -0.1039 0
"611" 611 "988" "1085" "9810" 0 -0.1303 -0.1344 -0.0407 -0.0691 -0.0744 0
"612" 612 "988" "1088" "9810" 0 -0.1483 -0.1482 -0.0698 -0.0747 -0.1039 0
"613" 613 "988" "465" "9846" 0 -0.0876 -0.0951 -0.0135 -0.0237 -0.037 0
"614" 614 "988" "1085" "9810" 0 -0.1303 -0.1344 -0.0407 -0.0691 -0.0744 0
"615" 615 "988" "477" "9847" 0 -0.133 -0.1243 -0.0607 -0.0975 -0.1168 0
"616" 616 "988" "1093" "9810" 0 -0.139 -0.1317 -0.1232 -0.1048 -0.1295 0
"617" 617 "988" "457" "9845" 0 -0.1319 -0.1317 -0.049 -0.0742 -0.1208 0
"618" 618 "988" "1093" "9810" 0 -0.139 -0.1317 -0.1232 -0.1048 -0.1295 0
"619" 619 "988" "1084" "9810" 0 -0.1134 -0.1137 -0.0907 -0.0836 -0.1052 0
"620" 620 "988" "1093" "9810" 0 -0.139 -0.1317 -0.1232 -0.1048 -0.1295 0
"621" 621 "988" "477" "9847" 0 -0.133 -0.1243 -0.0607 -0.0975 -0.1168 0
"622" 622 "988" "1084" "9810" 0 -0.1134 -0.1137 -0.0907 -0.0836 -0.1052 0
"623" 623 "988" "457" "9845" 0 -0.1319 -0.1317 -0.049 -0.0742 -0.1208 0
"624" 624 "988" "477" "9847" 0 -0.133 -0.1243 -0.0607 -0.0975 -0.1168 0
"625" 625 "988" "457" "9845" 0 -0.1319 -0.1317 -0.049 -0.0742 -0.1208 0
"626" 626 "988" "1084" "9810" 0 -0.1134 -0.1137 -0.0907 -0.0836 -0.1052 0
"627" 627 "988" "451" "9845" 0 -0.0957 -0.1169 -0.0194 -0.0416 -0.054 0
"628" 628 "988" "464" "9846" 0 -0.1063 -0.1206 -0.0162 -0.0278 -0.0557 0
"629" 629 "988" "472" "9847" 0 -0.1102 -0.1163 -0.0101 -0.0183 -0.0384 0
"630" 630 "988" "1091" "9810" 0 -0.128 -0.1323 -0.0291 -0.0535 -0.0678 0
"631" 631 "988" "448" "9844" 0 -0.1163 -0.1312 -0.0217 -0.0367 -0.0685 0
"632" 632 "988" "461" "9846" 0 -0.1182 -0.1371 -0.0191 -0.0337 -0.0697 0
"633" 633 "982" "983" "9898" 0 0.4141 0.4153 0.5931 1.1631 0.4472 0
"634" 634 "982" "468" "9846" 0 -0.0155 -0.0271 0.0188 0.0237 0.0274 0
"635" 635 "982" "471" "9847" 0 -0.0212 -0.0367 0.039 0.0677 0.0362 0
"636" 636 "982" "468" "9846" 0 -0.0155 -0.0271 0.0188 0.0237 0.0274 0
"637" 637 "982" "984" "9898" 0 -0.0681 -0.077 0.0034 0.0093 -0.0087 0
"638" 638 "982" "473" "9847" 0 -0.1118 -0.119 -0.0191 -0.0409 -0.0698 0
"639" 639 "982" "1089" "9810" 0 -0.0884 -0.0951 -0.0117 -0.0355 -0.0373 0
"640" 640 "982" "466" "9846" 0 -0.0962 -0.094 -0.0347 -0.0495 -0.0547 0
"641" 641 "982" "1088" "9810" 0 -0.0989 -0.0993 -0.0499 -0.0615 -0.0665 0
"642" 642 "982" "1085" "9810" 0 -0.0798 -0.0808 -0.0217 -0.039 -0.0386 0
"643" 643 "982" "1088" "9810" 0 -0.0989 -0.0993 -0.0499 -0.0615 -0.0665 0
"644" 644 "982" "465" "9846" 0 -0.118 -0.1195 -0.02 -0.0501 -0.0636 0
"645" 645 "982" "1085" "9810" 0 -0.0798 -0.0808 -0.0217 -0.039 -0.0386 0
"646" 646 "982" "477" "9847" 0 -0.0866 -0.0829 0.4255 0.4974 -0.0865 0
"647" 647 "982" "1093" "9810" 0 -0.1057 -0.102 -0.1012 -0.0938 -0.1099 0
"648" 648 "982" "457" "9845" 0 -0.0749 -0.0717 -0.0332 -0.0614 -0.0667 0
"649" 649 "982" "1093" "9810" 0 -0.1057 -0.102 -0.1012 -0.0938 -0.1099 0
"650" 650 "982" "1084" "9810" 0 -0.0994 -0.0978 -0.0797 -0.0789 -0.0895 0
"651" 651 "982" "1093" "9810" 0 -0.1057 -0.102 -0.1012 -0.0938 -0.1099 0
"652" 652 "982" "477" "9847" 0 -0.0866 -0.0829 0.4255 0.4974 -0.0865 0
"653" 653 "982" "1084" "9810" 0 -0.0994 -0.0978 -0.0797 -0.0789 -0.0895 0
"654" 654 "982" "457" "9845" 0 -0.0749 -0.0717 -0.0332 -0.0614 -0.0667 0
"655" 655 "982" "477" "9847" 0 -0.0866 -0.0829 0.4255 0.4974 -0.0865 0
"656" 656 "982" "457" "9845" 0 -0.0749 -0.0717 -0.0332 -0.0614 -0.0667 0
"657" 657 "982" "1084" "9810" 0 -0.0994 -0.0978 -0.0797 -0.0789 -0.0895 0
"658" 658 "982" "451" "9845" 0 -0.0942 -0.1031 0.3852 0.5516 -0.0485 0
"659" 659 "982" "464" "9846" 0 -0.1134 -0.1222 0.3569 0.5201 -0.0716 0
"660" 660 "982" "472" "9847" 0 -0.1201 -0.1365 0.3558 0.5316 -0.0788 0
"661" 661 "982" "1091" "9810" 0 -0.0908 -0.0978 0.3649 0.5395 -0.0428 0
"662" 662 "982" "448" "9844" 0 -0.1083 -0.1174 -0.0199 -0.0277 -0.0565 0
"663" 663 "982" "461" "9846" 0 -0.1251 -0.1397 -0.0237 -0.0455 -0.0811 0
"664" 664 "983" "468" "9846" 0 -0.0437 -0.0436 0.0045 0.0132 0.0048 0
"665" 665 "983" "471" "9847" 0 -0.0576 -0.0622 0.0142 0.031 0.0044 0
"666" 666 "983" "468" "9846" 0 -0.0437 -0.0436 0.0045 0.0132 0.0048 0
"667" 667 "983" "984" "9898" 0 -0.0357 -0.0452 0.0195 0.0408 0.0214 0
"668" 668 "983" "473" "9847" 0 -0.0863 -0.0999 -0.0163 -0.0298 -0.0543 0
"669" 669 "983" "1089" "9810" 0 -0.0954 -0.1036 -0.0163 -0.0348 -0.0514 0
"670" 670 "983" "466" "9846" 0 -0.0961 -0.0978 -0.0341 -0.049 -0.059 0
"671" 671 "983" "1088" "9810" 0 -0.0937 -0.0978 -0.048 -0.0619 -0.0661 0
"672" 672 "983" "1085" "9810" 0 -0.0888 -0.0967 -0.0303 -0.0612 -0.0637 0
"673" 673 "983" "1088" "9810" 0 -0.0937 -0.0978 -0.048 -0.0619 -0.0661 0
"674" 674 "983" "465" "9846" 0 -0.1007 -0.1052 -0.0225 -0.0566 -0.0571 0
"675" 675 "983" "1085" "9810" 0 -0.0888 -0.0967 -0.0303 -0.0612 -0.0637 0
"676" 676 "983" "477" "9847" 0 -0.0913 -0.093 0.4355 0.4929 -0.0968 0
"677" 677 "983" "1093" "9810" 0 -0.1114 -0.1089 -0.1025 -0.0916 -0.1193 0
"678" 678 "983" "457" "9845" 0 -0.0792 -0.0855 -0.0365 -0.0683 -0.0884 0
"679" 679 "983" "1093" "9810" 0 -0.1114 -0.1089 -0.1025 -0.0916 -0.1193 0
"680" 680 "983" "1084" "9810" 0 -0.0901 -0.0914 -0.0796 -0.0769 -0.0932 0
"681" 681 "983" "1093" "9810" 0 -0.1114 -0.1089 -0.1025 -0.0916 -0.1193 0
"682" 682 "983" "477" "9847" 0 -0.0913 -0.093 0.4355 0.4929 -0.0968 0
"683" 683 "983" "1084" "9810" 0 -0.0901 -0.0914 -0.0796 -0.0769 -0.0932 0
"684" 684 "983" "457" "9845" 0 -0.0792 -0.0855 -0.0365 -0.0683 -0.0884 0
"685" 685 "983" "477" "9847" 0 -0.0913 -0.093 0.4355 0.4929 -0.0968 0
"686" 686 "983" "457" "9845" 0 -0.0792 -0.0855 -0.0365 -0.0683 -0.0884 0
"687" 687 "983" "1084" "9810" 0 -0.0901 -0.0914 -0.0796 -0.0769 -0.0932 0
"688" 688 "983" "451" "9845" 0 -0.0863 -0.1004 0.3925 0.5432 -0.0488 0
"689" 689 "983" "464" "9846" 0 -0.1265 -0.1413 0.3671 0.5175 -0.0844 0
"690" 690 "983" "472" "9847" 0 -0.1262 -0.1471 0.366 0.5234 -0.0969 0
"691" 691 "983" "1091" "9810" 0 -0.0791 -0.0903 0.3756 0.538 -0.0353 0
"692" 692 "983" "448" "9844" 0 -0.1016 -0.1153 -0.0206 -0.0279 -0.0663 0
"693" 693 "983" "461" "9846" 0 -0.1027 -0.1201 -0.0095 -0.0193 -0.0583 0
"694" 694 "468" "471" "4647" 0 0.4162 0.4126 0.3473 0.4401 0.4392 0
"695" 695 "468" "468" "4646" 0 1 1 1 1.1309 1 0
"696" 696 "468" "984" "4698" 0 0.2343 0.2342 0.1998 0.2657 0.2729 0
"697" 697 "468" "473" "4647" 0 -0.1279 -0.1291 -0.0418 -0.0578 -0.0773 0
"698" 698 "468" "1089" "4610" 0 -0.1508 -0.1509 -0.0471 -0.0661 -0.0937 0
"699" 699 "468" "466" "4646" 0 -0.1035 -0.111 -0.0626 -0.0694 -0.0762 0
"700" 700 "468" "1088" "4610" 0 -0.1101 -0.1132 -0.0736 -0.074 -0.0921 0
"701" 701 "468" "1085" "4610" 0 -0.1177 -0.1174 -0.0486 -0.0634 -0.0792 0
"702" 702 "468" "1088" "4610" 0 -0.1101 -0.1132 -0.0736 -0.074 -0.0921 0
"703" 703 "468" "465" "4646" 0 -0.1064 -0.1057 -0.04 -0.0594 -0.0602 0
"704" 704 "468" "1085" "4610" 0 -0.1177 -0.1174 -0.0486 -0.0634 -0.0792 0
"705" 705 "468" "477" "4647" 0 -0.1475 -0.1344 -0.0853 -0.1114 -0.1459 0
"706" 706 "468" "1093" "4610" 0 -0.1523 -0.1434 -0.1532 -0.1225 -0.1647 0
"707" 707 "468" "457" "4645" 0 -0.1309 -0.1339 -0.0751 -0.1034 -0.1404 0
"708" 708 "468" "1093" "4610" 0 -0.1523 -0.1434 -0.1532 -0.1225 -0.1647 0
"709" 709 "468" "1084" "4610" 0 -0.1337 -0.1275 -0.1238 -0.1025 -0.1335 0
"710" 710 "468" "1093" "4610" 0 -0.1523 -0.1434 -0.1532 -0.1225 -0.1647 0
"711" 711 "468" "477" "4647" 0 -0.1475 -0.1344 -0.0853 -0.1114 -0.1459 0
"712" 712 "468" "1084" "4610" 0 -0.1337 -0.1275 -0.1238 -0.1025 -0.1335 0
"713" 713 "468" "457" "4645" 0 -0.1309 -0.1339 -0.0751 -0.1034 -0.1404 0
"714" 714 "468" "477" "4647" 0 -0.1475 -0.1344 -0.0853 -0.1114 -0.1459 0
"715" 715 "468" "457" "4645" 0 -0.1309 -0.1339 -0.0751 -0.1034 -0.1404 0
"716" 716 "468" "1084" "4610" 0 -0.1337 -0.1275 -0.1238 -0.1025 -0.1335 0
"717" 717 "468" "451" "4645" 0 -0.1202 -0.1216 -0.0429 -0.0576 -0.0702 0
"718" 718 "468" "464" "4646" 0 -0.1161 -0.1185 -0.0365 -0.0498 -0.0613 0
"719" 719 "468" "472" "4647" 0 -0.0827 -0.0882 -0.0083 -0.0072 -0.0226 0
"720" 720 "468" "1091" "4610" 0 -0.1096 -0.111 -0.0418 -0.0647 -0.0703 0
"721" 721 "468" "448" "4644" 0 -0.1233 -0.1301 -0.0508 -0.0587 -0.0796 0
"722" 722 "468" "461" "4646" 0 -0.1142 -0.1286 -0.0391 -0.0509 -0.073 0
"723" 723 "471" "468" "4746" 0 0.4162 0.4126 0.3473 0.4401 0.4392 0
"724" 724 "471" "984" "4798" 0 0.0292 0.0212 0.0542 0.0835 0.0803 0
"725" 725 "471" "473" "4747" 0 -0.1284 -0.1349 -0.032 -0.0513 -0.0769 0
"726" 726 "471" "1089" "4710" 0 -0.1454 -0.1503 -0.0342 -0.0525 -0.0817 0
"727" 727 "471" "466" "4746" 0 -0.1095 -0.1201 -0.0394 -0.0501 -0.0767 0
"728" 728 "471" "1088" "4710" 0 -0.1259 -0.128 -0.0606 -0.0698 -0.0969 0
"729" 729 "471" "1085" "4710" 0 -0.1249 -0.1349 -0.0418 -0.0655 -0.0902 0
"730" 730 "471" "1088" "4710" 0 -0.1259 -0.128 -0.0606 -0.0698 -0.0969 0
"731" 731 "471" "465" "4746" 0 -0.1337 -0.1317 -0.0293 -0.0489 -0.0722 0
"732" 732 "471" "1085" "4710" 0 -0.1249 -0.1349 -0.0418 -0.0655 -0.0902 0
"733" 733 "471" "477" "4747" 0 -0.1267 -0.119 -0.067 -0.1023 -0.1181 0
"734" 734 "471" "1093" "4710" 0 -0.122 -0.119 -0.1145 -0.0988 -0.1195 0
"735" 735 "471" "457" "4745" 0 -0.1157 -0.1201 -0.0516 -0.0808 -0.1037 0
"736" 736 "471" "1093" "4710" 0 -0.122 -0.119 -0.1145 -0.0988 -0.1195 0
"737" 737 "471" "1084" "4710" 0 -0.1283 -0.1238 -0.1056 -0.0906 -0.1139 0
"738" 738 "471" "1093" "4710" 0 -0.122 -0.119 -0.1145 -0.0988 -0.1195 0
"739" 739 "471" "477" "4747" 0 -0.1267 -0.119 -0.067 -0.1023 -0.1181 0
"740" 740 "471" "1084" "4710" 0 -0.1283 -0.1238 -0.1056 -0.0906 -0.1139 0
"741" 741 "471" "457" "4745" 0 -0.1157 -0.1201 -0.0516 -0.0808 -0.1037 0
"742" 742 "471" "477" "4747" 0 -0.1267 -0.119 -0.067 -0.1023 -0.1181 0
"743" 743 "471" "457" "4745" 0 -0.1157 -0.1201 -0.0516 -0.0808 -0.1037 0
"744" 744 "471" "1084" "4710" 0 -0.1283 -0.1238 -0.1056 -0.0906 -0.1139 0
"745" 745 "471" "451" "4745" 0 -0.1143 -0.1121 -0.0253 -0.0349 -0.0476 0
"746" 746 "471" "464" "4746" 0 -0.1077 -0.1185 -0.0222 -0.0355 -0.059 0
"747" 747 "471" "472" "4747" 0 -0.0751 -0.0823 0.0379 0.0654 -0.003 0
"748" 748 "471" "1091" "4710" 0 -0.1061 -0.1163 -0.0233 -0.0411 -0.0572 0
"749" 749 "471" "448" "4744" 0 -0.1282 -0.1376 -0.0355 -0.0502 -0.08 0
"750" 750 "471" "461" "4746" 0 -0.1208 -0.1376 -0.0171 -0.0307 -0.0735 0
"751" 751 "468" "984" "4698" 0 0.2343 0.2342 0.1998 0.2657 0.2729 0
"752" 752 "468" "473" "4647" 0 -0.1279 -0.1291 -0.0418 -0.0578 -0.0773 0
"753" 753 "468" "1089" "4610" 0 -0.1508 -0.1509 -0.0471 -0.0661 -0.0937 0
"754" 754 "468" "466" "4646" 0 -0.1035 -0.111 -0.0626 -0.0694 -0.0762 0
"755" 755 "468" "1088" "4610" 0 -0.1101 -0.1132 -0.0736 -0.074 -0.0921 0
"756" 756 "468" "1085" "4610" 0 -0.1177 -0.1174 -0.0486 -0.0634 -0.0792 0
"757" 757 "468" "1088" "4610" 0 -0.1101 -0.1132 -0.0736 -0.074 -0.0921 0
"758" 758 "468" "465" "4646" 0 -0.1064 -0.1057 -0.04 -0.0594 -0.0602 0
"759" 759 "468" "1085" "4610" 0 -0.1177 -0.1174 -0.0486 -0.0634 -0.0792 0
"760" 760 "468" "477" "4647" 0 -0.1475 -0.1344 -0.0853 -0.1114 -0.1459 0
"761" 761 "468" "1093" "4610" 0 -0.1523 -0.1434 -0.1532 -0.1225 -0.1647 0
"762" 762 "468" "457" "4645" 0 -0.1309 -0.1339 -0.0751 -0.1034 -0.1404 0
"763" 763 "468" "1093" "4610" 0 -0.1523 -0.1434 -0.1532 -0.1225 -0.1647 0
"764" 764 "468" "1084" "4610" 0 -0.1337 -0.1275 -0.1238 -0.1025 -0.1335 0
"765" 765 "468" "1093" "4610" 0 -0.1523 -0.1434 -0.1532 -0.1225 -0.1647 0
"766" 766 "468" "477" "4647" 0 -0.1475 -0.1344 -0.0853 -0.1114 -0.1459 0
"767" 767 "468" "1084" "4610" 0 -0.1337 -0.1275 -0.1238 -0.1025 -0.1335 0
"768" 768 "468" "457" "4645" 0 -0.1309 -0.1339 -0.0751 -0.1034 -0.1404 0
"769" 769 "468" "477" "4647" 0 -0.1475 -0.1344 -0.0853 -0.1114 -0.1459 0
"770" 770 "468" "457" "4645" 0 -0.1309 -0.1339 -0.0751 -0.1034 -0.1404 0
"771" 771 "468" "1084" "4610" 0 -0.1337 -0.1275 -0.1238 -0.1025 -0.1335 0
"772" 772 "468" "451" "4645" 0 -0.1202 -0.1216 -0.0429 -0.0576 -0.0702 0
"773" 773 "468" "464" "4646" 0 -0.1161 -0.1185 -0.0365 -0.0498 -0.0613 0
"774" 774 "468" "472" "4647" 0 -0.0827 -0.0882 -0.0083 -0.0072 -0.0226 0
"775" 775 "468" "1091" "4610" 0 -0.1096 -0.111 -0.0418 -0.0647 -0.0703 0
"776" 776 "468" "448" "4644" 0 -0.1233 -0.1301 -0.0508 -0.0587 -0.0796 0
"777" 777 "468" "461" "4646" 0 -0.1142 -0.1286 -0.0391 -0.0509 -0.073 0
"778" 778 "984" "473" "9847" 0 -0.0745 -0.0786 -0.0134 -0.021 -0.0445 0
"779" 779 "984" "1089" "9810" 0 -0.1026 -0.1041 -0.0226 -0.0434 -0.0567 0
"780" 780 "984" "466" "9846" 0 -0.1003 -0.111 -0.047 -0.0687 -0.0801 0
"781" 781 "984" "1088" "9810" 0 -0.1215 -0.1238 -0.0669 -0.0794 -0.1025 0
"782" 782 "984" "1085" "9810" 0 -0.1242 -0.1323 -0.0496 -0.0843 -0.1049 0
"783" 783 "984" "1088" "9810" 0 -0.1215 -0.1238 -0.0669 -0.0794 -0.1025 0
"784" 784 "984" "465" "9846" 0 -0.1048 -0.1052 -0.0222 -0.0397 -0.0592 0
"785" 785 "984" "1085" "9810" 0 -0.1242 -0.1323 -0.0496 -0.0843 -0.1049 0
"786" 786 "984" "477" "9847" 0 -0.1318 -0.1286 -0.0691 -0.1099 -0.1408 0
"787" 787 "984" "1093" "9810" 0 -0.1114 -0.1025 -0.1157 -0.0965 -0.1145 0
"788" 788 "984" "457" "9845" 0 -0.1091 -0.1084 -0.0531 -0.0804 -0.104 0
"789" 789 "984" "1093" "9810" 0 -0.1114 -0.1025 -0.1157 -0.0965 -0.1145 0
"790" 790 "984" "1084" "9810" 0 -0.0972 -0.0903 -0.0884 -0.0769 -0.081 0
"791" 791 "984" "1093" "9810" 0 -0.1114 -0.1025 -0.1157 -0.0965 -0.1145 0
"792" 792 "984" "477" "9847" 0 -0.1318 -0.1286 -0.0691 -0.1099 -0.1408 0
"793" 793 "984" "1084" "9810" 0 -0.0972 -0.0903 -0.0884 -0.0769 -0.081 0
"794" 794 "984" "457" "9845" 0 -0.1091 -0.1084 -0.0531 -0.0804 -0.104 0
"795" 795 "984" "477" "9847" 0 -0.1318 -0.1286 -0.0691 -0.1099 -0.1408 0
"796" 796 "984" "457" "9845" 0 -0.1091 -0.1084 -0.0531 -0.0804 -0.104 0
"797" 797 "984" "1084" "9810" 0 -0.0972 -0.0903 -0.0884 -0.0769 -0.081 0
"798" 798 "984" "451" "9845" 0 -0.1066 -0.1047 -0.0268 -0.0401 -0.0525 0
"799" 799 "984" "464" "9846" 0 -0.1037 -0.1062 -0.0269 -0.0468 -0.0564 0
"800" 800 "984" "472" "9847" 0 -0.0935 -0.1031 -0.0127 -0.023 -0.0499 0
"801" 801 "984" "1091" "9810" 0 -0.0923 -0.0855 -0.0127 -0.0132 -0.0374 0
"802" 802 "984" "448" "9844" 0 -0.0904 -0.0972 -0.0134 -0.0139 -0.0504 0
"803" 803 "984" "461" "9846" 0 -0.0923 -0.1062 -0.0271 -0.0423 -0.048 0
"804" 804 "473" "1089" "4710" 0 0.4289 0.4296 0.2087 0.4466 0.4291 0
"805" 805 "473" "466" "4746" 0 -0.0427 -0.0457 -0.0124 -0.0267 -0.0317 0
"806" 806 "473" "1088" "4710" 0 -0.0336 -0.0266 -0.023 -0.0253 -0.0154 0
"807" 807 "473" "1085" "4710" 0 -0.0299 -0.0282 -0.0148 -0.0279 -0.0214 0
"808" 808 "473" "1088" "4710" 0 -0.0336 -0.0266 -0.023 -0.0253 -0.0154 0
"809" 809 "473" "465" "4746" 0 -0.0407 -0.0515 -9e-04 -0.0123 -0.0245 0
"810" 810 "473" "1085" "4710" 0 -0.0299 -0.0282 -0.0148 -0.0279 -0.0214 0
"811" 811 "473" "477" "4747" 0 -0.0231 -0.0091 -0.0303 -0.0497 -0.043 0
"812" 812 "473" "1093" "4710" 0 -0.0206 -0.0096 -0.0684 -0.0642 -0.0494 0
"813" 813 "473" "457" "4745" 0 -0.0138 -0.0107 0.4753 0.5336 -0.0329 0
"814" 814 "473" "1093" "4710" 0 -0.0206 -0.0096 -0.0684 -0.0642 -0.0494 0
"815" 815 "473" "1084" "4710" 0 0.0023 0.0079 -0.0416 -0.0398 -0.0273 0
"816" 816 "473" "1093" "4710" 0 -0.0206 -0.0096 -0.0684 -0.0642 -0.0494 0
"817" 817 "473" "477" "4747" 0 -0.0231 -0.0091 -0.0303 -0.0497 -0.043 0
"818" 818 "473" "1084" "4710" 0 0.0023 0.0079 -0.0416 -0.0398 -0.0273 0
"819" 819 "473" "457" "4745" 0 -0.0138 -0.0107 0.4753 0.5336 -0.0329 0
"820" 820 "473" "477" "4747" 0 -0.0231 -0.0091 -0.0303 -0.0497 -0.043 0
"821" 821 "473" "457" "4745" 0 -0.0138 -0.0107 0.4753 0.5336 -0.0329 0
"822" 822 "473" "1084" "4710" 0 0.0023 0.0079 -0.0416 -0.0398 -0.0273 0
"823" 823 "473" "451" "4745" 0 -0.0382 -0.0515 -0.0076 -0.0197 -0.0288 0
